edp,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,PID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID,RID
loc,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9
dir,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
0,0.003769662745760841,0.004438719546958574,0.010371215739331738,0.011259921480976156,0.012079452219630577,0.013978916474681179,0.011783793604828792,0.012414757596283525,0.011752711485766253,0.009075912897052972,0.011974760339009552,0.006737933734077925,0.008383517396494372,0.005272789536810614,0.006921370938737448,0.005206641916441322,0.004630553730216594,0.003983682479114472,0.0002749299501335224,0.0004561053902213304,0.0011296919930653747,0.001235244896470887,0.0011779276354780387,0.0013938116260218236,0.0009164824072225985,0.0015219768436118533,0.00092015855838946,0.0011484762580470584,0.0011346035403768722,0.0004721703095129943,0.0009224907910634318,0.00010489557797535682,0.00046262472370973084,6.65188606374606e-05,1.8247515420880916e-05,5.372046591523302e-06
1,0.004618219975168193,0.002814525183137547,0.011835376326315311,0.005452958168148445,0.012971573282472152,0.006143403008651015,0.010378048904235496,0.006266068176543178,0.008000413961019675,0.006439781164863682,0.009177289550934057,0.006763651785642376,0.009288547485033783,0.0055054469424563515,0.006356023172550773,0.00606864034998851,0.0054002439648521555,0.0055143485628803045,0.0005904526517953905,3.840270633056033e-05,0.0015407045885824945,0.000250802905967459,0.0010629565927786932,0.000539684882160763,0.0009868501088571486,0.0008181905462150641,0.000920308627054049,0.0002884546171513387,0.00045746642111465315,0.00011204556980586622,0.0010790350418943757,0.0003599407133277327,6.050790035909522e-06,0.00015607450532658908,0.00030376641052452444,6.066879623089675e-05
2,0.002720337618032756,0.0030025330149992947,0.006190247301763832,0.0066384943900885205,0.008209574578524472,0.008548261668821243,0.008978183032841622,0.008442169904073165,0.009707605339862622,0.0074727674856085585,0.009211629583709321,0.008650918153714122,0.007624475646126476,0.007654550037188677,0.006319030727362442,0.006664925238941722,0.004286750723241521,0.00461266389930948,8.691469413934683e-05,2.134474695137565e-05,0.00038501807481174056,0.00022754846952623196,0.0005778817296981833,0.0006335394543627213,0.0005834150062610484,0.001218946775372156,0.0002471733037212011,0.0014760934601571424,0.0002945945360321742,0.0014887758823037569,6.40794682461324e-05,0.001353818434637974,0.00028028580030281666,0.0006037148154273242,9.866590628854164e-06,2.013416412781604e-05
3,0.0055963709071367275,0.0039644147936411505,0.016349343982777136,0.011160830158266416,0.016792794291433308,0.014319206919805061,0.010637021471006342,0.015852386934895792,0.006692114259534307,0.013897056710184551,0.005804482226381946,0.008393632372092136,0.0049057336505132125,0.005683133741179091,0.004922324568914869,0.005487965197080838,0.003908110738987911,0.004188024407810731,0.0006345662388810903,0.00014006211080790293,0.003052327115148927,0.0006734675074225426,0.0028282330415128508,0.0013569165729672423,0.0014847635045861242,0.0019134495658712591,0.0005483232748848238,0.001741145424978755,0.00013904004120308136,0.0006705976546793637,0.00018772187686370525,3.571266740148635e-05,9.979422171376407e-05,8.913055725163367e-05,4.183555221561942e-06,5.182829410835895e-07
4,0.004201146421454408,0.004162330074423108,0.013433147179742587,0.010400251053507139,0.01767843054176606,0.011869405635224558,0.016414169579625028,0.011950499732263567,0.01202713779821822,0.010871628851341816,0.00734536926221059,0.008924447116573054,0.006595618149775643,0.006179712388761318,0.005884281786004473,0.00557311882899544,0.004197151490249178,0.004408894006029572,0.0002289102382699837,0.0005013821677746137,0.0019109387257472145,0.0009355802229786751,0.0027394818945819296,0.0006906210873323988,0.0022268487244142482,0.00042294737729507475,0.0012633136298345303,0.00026594144320793043,0.0005245423995338893,0.0002932157126296401,0.0004259005993923133,0.00011443587686135541,0.00025601798920705686,0.0001686650748659957,5.548267720407616e-06,6.6077426546251165e-06
5,0.0029607552484595023,0.003443741173306204,0.006925707430336445,0.009173974588388246,0.0077911230872463695,0.011119595124913914,0.00705464688215337,0.009798371928356775,0.007163452485338986,0.007633247035350308,0.008157628900107437,0.00819819695934931,0.006786188535371342,0.006809690928043857,0.005869632724679919,0.005937069032772788,0.004249291585930841,0.0039607217681913885,7.312662049433048e-05,5.031726322374521e-05,0.00034948330059833533,0.00016155576753928356,0.00037938751456147846,0.0002494172563740357,0.00029537673313901735,0.0005914082600947924,0.00025444403913157124,0.0009669703276179214,0.0005791018022474277,0.0011324245655003852,0.0005741814870785658,0.0009772476543774822,0.00022846753135459476,0.0003375309605139501,8.385832226085765e-06,7.97820141947299e-06
6,0.0027043039729727357,0.004025442653953872,0.006059946953461564,0.010608562750571546,0.007537401552891549,0.011694381584939255,0.008268388176435545,0.00924993663618242,0.008457464181780209,0.006959868108066745,0.007297958262571761,0.006402088889385381,0.006393727449379898,0.005851331607568617,0.005600720860683035,0.005656516608632525,0.004265897435873441,0.00435679998349914,2.6778337569977634e-05,0.00045625409613590665,2.483306864901561e-05,0.0013406664764234653,6.608350442493716e-05,0.0012753314745745968,0.00011727323145371865,0.0008509318343018713,0.00010358312690256173,0.00047387635543903815,0.0005183645164209253,0.00041153815747383576,0.0005035166526354393,0.0003854087303808443,7.48107325136679e-05,0.00012503568584536538,1.0296359401543165e-06,3.412646902134782e-06
7,0.002954871146341733,0.002568687625229644,0.008058887320968709,0.006092747156133011,0.010200297732176785,0.007381351157414806,0.009405822185114762,0.008033867057940052,0.007108441704694359,0.006870266637614688,0.006397331670123665,0.006172803573457744,0.005380602836118429,0.006566046692007563,0.005055823467501598,0.005751890125292271,0.0039502092511920096,0.004325433102054297,2.022775276717741e-06,6.646761556668821e-05,7.395933804511378e-05,0.0004331315603257486,2.564241808628558e-05,0.0005399564659041458,0.0002095503745808147,0.0006788717148740549,0.00017678739011405155,0.0005259192837070994,3.6072819284838576e-05,0.00035248404025902915,8.838970635272655e-05,0.0006009356522291619,2.385068656484703e-06,0.00025238804765665725,1.11352762694989e-07,4.762607262391049e-06
8,0.0031671856848109266,0.00464825720727194,0.007315274536902612,0.011965128732563675,0.008553363580413465,0.013289702288467242,0.007537865840647326,0.011147967363437213,0.005777777460759424,0.00864986605920599,0.0053050678055615655,0.006399023828993591,0.005132607690084658,0.004835560347532184,0.005195531504179544,0.005123755404646778,0.003844760390954707,0.0036453632565196115,0.00016959890623920328,0.00030219182329784374,0.0006206563586717397,0.0008829285691583826,0.0009293084930099456,0.0005783472395726628,0.0010862382725926462,0.0002524880541408328,0.0008234261390349756,0.00014143407761718185,0.00016216870833107286,0.00018115477866525206,0.00024250473910468188,0.00021579238973937795,0.0001754357781056488,0.0001802065149806143,6.980751059874285e-06,7.450617939042007e-06
9,0.003850453429030096,0.004965227750550795,0.009387284127264665,0.012610363199913713,0.011278103588776713,0.013726602056697464,0.010974119795523957,0.010340981335373969,0.009198649715408123,0.00727260019559788,0.007605334243827258,0.0064140773931173215,0.005664128311091392,0.005994426985573065,0.006235517931804688,0.005956014749948588,0.0046153373731711335,0.0041951490538246735,0.0005242944170646112,8.861517623241732e-05,0.0018489685147961609,0.00017688986159980832,0.0025562887854289696,3.870198330635221e-05,0.0030864712611979317,0.00016267017585433257,0.0025367385689434967,0.0002774893041694738,0.0012077906543014384,0.0007644710882930368,0.00017004525103754374,0.0007320083940251703,0.00025864609352781143,0.00036660733545678157,2.5563459524738586e-05,6.512844443525795e-06
10,0.006408368615617134,0.002903661685664789,0.015848027669760005,0.00813584876753398,0.01731244497943476,0.011513842705826213,0.01572819098250231,0.01317412165826455,0.011459242935651493,0.011654854436445051,0.007223930796883031,0.00972523284361344,0.004832301092256886,0.0062376337267501785,0.0052578569260465224,0.005192378857215907,0.0041055881024970285,0.004051642534377975,0.0008524539220629849,7.514378637988429e-05,0.0018896568699198041,0.0005779969942227992,0.001532019068719258,0.0012005180591433927,0.0005769983022844876,0.0016444321437530719,0.00026491008980155826,0.001418645810823513,0.0003885098371649914,0.0013017006927682178,6.661246473739075e-05,0.0007630386126040911,9.117681390167874e-05,0.00021510460762974226,2.377629095529931e-06,5.991841388779224e-06
11,0.003481790812270693,0.006882685708805724,0.009490750159465882,0.017022564533619777,0.010921996233193414,0.01756704105211693,0.010475520374304041,0.012794225420347244,0.007828919369431588,0.009145263126393077,0.006720305569767207,0.006820040730625894,0.0051358325386086316,0.0059752115201708094,0.005544084237112185,0.0056549251097012965,0.00461569408619029,0.004367656117906096,0.00019809705541340257,0.0014438431583028342,0.0004674963516145184,0.0034453309656665176,0.0005430813696220922,0.00294417924882042,0.0002878081430543608,0.0014906732211434214,0.0002542877456916666,0.0008402786108697164,0.00040500374483799854,0.00010251316515767523,6.551696889128715e-05,0.0005401848824070212,8.109431816214242e-05,0.0002726793200591509,2.228098480174555e-06,8.724076560148374e-06
12,0.0025217311974639186,0.002651114663591682,0.0062027001119558806,0.0056162929232906845,0.007846288781890894,0.006150968410986004,0.008545497485807269,0.005561085219024052,0.008035512329835329,0.005947600962724384,0.006172039232891196,0.006166827356865721,0.005672438930229031,0.005604732034592726,0.005016358777642593,0.005086676056241977,0.003682022855372099,0.003776661562613923,1.1868976452603553e-05,5.386874508074601e-05,1.817696730421854e-05,0.0002558764493036818,0.00014316822904082105,0.00019468678730917558,0.00023493217070310598,0.0001752442975612041,9.498315021561865e-05,0.0005794879561491345,0.000171338081245093,0.0004437757373841692,0.00027142256950127795,0.0004093212767457689,0.00015800633964185504,0.00016838679407218878,3.900626864174586e-06,6.2765996804703835e-06
13,0.002927247408357955,0.0065698101884501675,0.007031667878212522,0.016877456906156503,0.007830042916175058,0.018070057593874055,0.007180832560201758,0.014985550115903478,0.005687825408668916,0.010652416049024414,0.005742368281161498,0.00683863425769492,0.00532743456067704,0.006587469305462595,0.0052181361583936384,0.0057594865083894844,0.004004879952217735,0.004230343022965475,3.389864801404068e-05,0.0009178880523723366,5.167107154375378e-05,0.0024757305083731324,1.1257110973155426e-06,0.002725164612492806,3.8765734782257675e-05,0.001977974383452,2.0910283962223657e-05,0.0009999934562716056,6.7360734588874e-05,0.00021067130525198027,0.00020670857781399302,0.0005646671155573645,9.536947366993391e-05,0.00010856451064598108,2.2247768980570275e-06,3.870328682919747e-06
14,0.0055487987657586585,0.009936974534032823,0.01600245052854355,0.02488327251429834,0.018148796822536836,0.02875168522800079,0.01671100761005708,0.02475668787367138,0.01422793293051897,0.01880487119118995,0.009452991209694749,0.011114445809990553,0.005092570909741718,0.006792606618550008,0.00498183279688577,0.005747376175453537,0.0040039712482064374,0.004108253525017311,0.000185293601778302,0.0025040549706421104,0.0008982579217878864,0.0030078545805507606,0.0014473693758678876,0.0026028599749564653,0.0014258808554356598,0.0019735554254280453,0.0009652337809855905,0.001305810134081473,0.0005115980661941056,0.0003706692646025202,0.0002195745442654025,0.00021079733025737603,4.785460827673484e-05,0.00016019324149295605,7.764459799300334e-07,3.440967293660265e-06
15,0.006050636670190436,0.004847115274382632,0.019749116148933706,0.01362912571629155,0.02351439809815771,0.015300433113614198,0.02106646232745846,0.013685119416204183,0.016122720069176796,0.010949997464636204,0.011439771807053658,0.007610159565795172,0.007034067222671551,0.007019075353577982,0.006161264637609174,0.006080004299273632,0.0043709649197766634,0.004269133112079477,0.00017097347399527266,0.000560333570307166,0.000519667564055795,0.002239788682925535,0.0008501804172791705,0.0022164858891159087,0.0013374020788899715,0.0014442169864770425,0.0013180713073361978,0.0008402104329378345,0.0003587091077028023,0.00013924148406602665,0.0001528368455507091,0.000282859804732653,0.0002819246015888763,0.00024008668696812315,4.428867612195816e-06,1.1764205396477182e-05
16,0.007241944573657392,0.013949032152497508,0.020755323634221147,0.028361452484805608,0.023897923095117648,0.029770192482405013,0.02144296300627719,0.027002734974055354,0.01684912300465099,0.02173547805523654,0.010645568505971573,0.0137721694201152,0.005697043158284474,0.007779013678266062,0.005448694686513681,0.005034904594170151,0.003966564921792285,0.0039067284408453576,0.0008952654127240311,0.00624652943172086,2.896785669806552e-05,0.007403423594515638,0.0005683084558277597,0.007263090413879843,3.710617213449625e-05,0.006956496464922121,0.000307976788670095,0.00535906317580791,6.4796258744897725e-06,0.002068915381545573,0.00034003255781462347,0.0014789089565858643,0.0001286702716800882,9.495744987310123e-05,1.2563313904472729e-06,8.26048949908439e-06
17,0.010857904886577074,0.007261336468162131,0.027671225728136656,0.020965184658677267,0.03277266329031996,0.025148193205833502,0.026120099233272978,0.024624263088123807,0.018234323563990795,0.020302735568281383,0.012105115922392868,0.013006361143701826,0.007044730009960565,0.007922027497988218,0.005377210788654092,0.00513700341776407,0.00404861171583282,0.003795661067613617,0.002758772671188389,0.0010220376246345753,0.00420791370897477,0.0017614904922189784,0.0038297744039535475,0.0018415478737583337,0.002504122969988457,0.0015518756846226362,0.0014718372739953734,0.0008090331966458687,4.36043324283005e-06,0.00015292544373085937,0.00012825764892537698,7.270705138757033e-05,0.00011868088803986592,0.0001418460056891019,4.404480280183732e-06,6.261356315051821e-06
